Species,Longitude,Latitude
Spea_hammondii_N,-120.3172226,34.78916931
Spea_hammondii_N,-120.31722,34.78917
Spea_hammondii_N,-120.350563,34.79193878
Spea_hammondii_N,-120.3363876,34.79193878
Spea_hammondii_N,-120.35056,34.79194
Spea_hammondii_N,-120.33639,34.79194
Spea_hammondii_N,-120.3505556,34.7919444
Spea_hammondii_N,-120.3363889,34.7919444
Spea_hammondii_N,-120.392427,34.798604
Spea_hammondii_N,-120.4852778,34.8102778
Spea_hammondii_N,-120.4852829,34.81027985
Spea_hammondii_N,-120.48528,34.81028
Spea_hammondii_N,-120.4858322,34.81082916
Spea_hammondii_N,-120.48583,34.81083
Spea_hammondii_N,-120.4858333,34.8108333
Spea_hammondii_N,-120.3457091,34.81334916
Spea_hammondii_N,-120.5008316,34.81832886
Spea_hammondii_N,-120.50083,34.81833
Spea_hammondii_N,-120.5008333,34.8183333
Spea_hammondii_N,-120.3530556,34.8188889
Spea_hammondii_N,-120.3530579,34.81888962
Spea_hammondii_N,-120.35306,34.81889
Spea_hammondii_N,-120.3529503,34.82114422
Spea_hammondii_N,-120.2977829,34.83221817
Spea_hammondii_N,-120.29778,34.83222
Spea_hammondii_N,-120.2977778,34.8322222
Spea_hammondii_N,-120.392276,34.833839
Spea_hammondii_N,-120.3002777,34.83499908
Spea_hammondii_N,-120.30028,34.835
Spea_hammondii_N,-120.3002778,34.835
Spea_hammondii_N,-120.3013889,34.8355556
Spea_hammondii_N,-120.3013916,34.83555984
Spea_hammondii_N,-120.30139,34.83556
Spea_hammondii_N,-120.30194,34.83583
Spea_hammondii_N,-120.3019409,34.83583069
Spea_hammondii_N,-120.3019444,34.8358333
Spea_hammondii_N,-120.3475863,34.85766902
Spea_hammondii_N,-120.3475876,34.85766983
Spea_hammondii_N,-120.3478826,34.85771981
Spea_hammondii_N,-120.34689,34.85774
Spea_hammondii_N,-120.52314,34.85946
Spea_hammondii_N,-120.2771754,34.86101036
Spea_hammondii_N,-120.2761861,34.86103056
Spea_hammondii_N,-120.33028,34.86444
Spea_hammondii_N,-120.3302765,34.86444092
Spea_hammondii_N,-120.3302778,34.8644444
Spea_hammondii_N,-120.4122222,34.8727778
Spea_hammondii_N,-120.4122162,34.87277985
Spea_hammondii_N,-120.41222,34.87278
Spea_hammondii_N,-120.3525,34.8752778
Spea_hammondii_N,-120.3525009,34.87527847
Spea_hammondii_N,-120.3525,34.87528
Spea_hammondii_N,-120.346005,34.87742295
Spea_hammondii_N,-120.3672222,34.8777778
Spea_hammondii_N,-120.36722,34.87778
Spea_hammondii_N,-120.4296,34.87895
Spea_hammondii_N,-120.510367,34.880424
Spea_hammondii_N,-120.46078,34.88589
Spea_hammondii_N,-120.3155556,34.8988889
Spea_hammondii_N,-120.31556,34.89889
Spea_hammondii_N,-120.3155594,34.89889145
Spea_hammondii_N,-120.5102768,34.90082932
Spea_hammondii_N,-120.51028,34.90083
Spea_hammondii_N,-120.5102778,34.9008333
Spea_hammondii_N,-120.3830556,34.9027778
Spea_hammondii_N,-120.38306,34.90278
Spea_hammondii_N,-120.39528,34.90583
Spea_hammondii_N,-120.3952789,34.90583038
Spea_hammondii_N,-120.3952778,34.9058333
Spea_hammondii_N,-120.5389938,34.90753555
Spea_hammondii_N,-120.5392958,34.90759254
Spea_hammondii_N,-120.5382944,34.90761389
Spea_hammondii_N,-120.5152206,34.91884613
Spea_hammondii_N,-120.5155183,34.91889639
Spea_hammondii_N,-120.5145179,34.9189178
Spea_hammondii_N,-120.432669,34.92896647
Spea_hammondii_N,-120.4326706,34.92896652
Spea_hammondii_N,-120.4319691,34.9290443
Spea_hammondii_N,-118.927778,34.945394
Spea_hammondii_N,-120.434377,34.949683
Spea_hammondii_N,-120.43472,34.95306
Spea_hammondii_N,-120.4354706,34.95371628
Spea_hammondii_N,-120.4357677,34.95376739
Spea_hammondii_N,-120.4347708,34.9537893
Spea_hammondii_N,-120.4883728,34.95511627
Spea_hammondii_N,-120.488666,34.95516973
Spea_hammondii_N,-120.4876667,34.95519167
Spea_hammondii_N,-118.9164047,34.96264648
Spea_hammondii_N,-118.916676,34.96268282
Spea_hammondii_N,-118.9157426,34.9627123
Spea_hammondii_N,-120.6405563,34.9663887
Spea_hammondii_N,-120.6405556,34.9663889
Spea_hammondii_N,-118.7459183,35.02603531
Spea_hammondii_N,-118.7461875,35.02606717
Spea_hammondii_N,-118.74526,35.0260994
Spea_hammondii_N,-118.719355,35.038288
Spea_hammondii_N,-118.719436,35.038524
Spea_hammondii_N,-120.0388167,35.09141667
Spea_hammondii_N,-120.0388184,35.09141922
Spea_hammondii_N,-119.65616,35.10255
Spea_hammondii_N,-119.6561606,35.10255134
Spea_hammondii_N,-119.81615,35.10528
Spea_hammondii_N,-119.8161468,35.10528305
Spea_hammondii_N,-118.877668,35.121662
Spea_hammondii_N,-118.6717625,35.26478048
Spea_hammondii_N,-118.6717606,35.26478195
Spea_hammondii_N,-118.672023,35.26480824
Spea_hammondii_N,-118.6710968,35.2648477
Spea_hammondii_N,-119.1987152,35.2664566
Spea_hammondii_N,-119.1989866,35.26648885
Spea_hammondii_N,-119.1980448,35.2665261
Spea_hammondii_N,-119.2504883,35.2788353
Spea_hammondii_N,-119.2507566,35.27886961
Spea_hammondii_N,-119.2498133,35.2789067
Spea_hammondii_N,-119.9000015,35.2795105
Spea_hammondii_N,-119.9002752,35.2795577
Spea_hammondii_N,-119.89931,35.27959
Spea_hammondii_N,-119.2532883,35.29658508
Spea_hammondii_N,-119.2532863,35.29658542
Spea_hammondii_N,-119.2535558,35.29662414
Spea_hammondii_N,-119.2526125,35.2966616
Spea_hammondii_N,-118.807,35.332
Spea_hammondii_N,-118.7295074,35.3466301
Spea_hammondii_N,-119.2836076,35.35522367
Spea_hammondii_N,-119.2836075,35.35522461
Spea_hammondii_N,-119.283872,35.35526312
Spea_hammondii_N,-119.2829279,35.3553017
Spea_hammondii_N,-120.4475403,35.3852272
Spea_hammondii_N,-119.39975,35.405107
Spea_hammondii_N,-120.59805,35.40722
Spea_hammondii_N,-120.598053,35.4072227
Spea_hammondii_N,-120.624853,35.416697
Spea_hammondii_N,-118.677124,35.47953415
Spea_hammondii_N,-118.6773825,35.47956595
Spea_hammondii_N,-118.67646,35.47961
Spea_hammondii_N,-120.091357,35.525165
Spea_hammondii_N,-120.112544,35.562392
Spea_hammondii_N,-120.15213,35.597775
Spea_hammondii_N,-120.1521297,35.59777537
Spea_hammondii_N,-120.3744444,35.65527778
Spea_hammondii_N,-120.3744431,35.65528107
Spea_hammondii_N,-120.214954,35.661266
Spea_hammondii_N,-120.228336,35.673139
Spea_hammondii_N,-118.8884506,35.68259811
Spea_hammondii_N,-118.8884521,35.68259816
Spea_hammondii_N,-118.8887042,35.68263364
Spea_hammondii_N,-118.8877762,35.6826802
Spea_hammondii_N,-118.842659,35.68368912
Spea_hammondii_N,-118.8429135,35.68371957
Spea_hammondii_N,-118.8419874,35.6837661
Spea_hammondii_N,-120.7318778,35.75997778
Spea_hammondii_N,-120.7318802,35.75997925
Spea_hammondii_N,-120.73188,35.75998
Spea_hammondii_N,-120.7477694,35.76117778
Spea_hammondii_N,-120.74777,35.76118
Spea_hammondii_N,-120.7477722,35.76118088
Spea_hammondii_N,-120.3558057,35.76258159
Spea_hammondii_N,-120.3593163,35.77522737
Spea_hammondii_N,-120.3553927,35.80726572
Spea_hammondii_N,-120.355393,35.807266
Spea_hammondii_N,-120.407334,35.856496
Spea_hammondii_N,-118.9088135,35.89374924
Spea_hammondii_N,-118.90881,35.89375
Spea_hammondii_N,-118.9088056,35.89375
Spea_hammondii_N,-119.2792511,35.90496063
Spea_hammondii_N,-119.2795163,35.90500786
Spea_hammondii_N,-119.278572,35.905054
Spea_hammondii_N,-121.2488889,36.01527778
Spea_hammondii_N,-121.2488937,36.01528168
Spea_hammondii_N,-119.5208908,36.05084426
Spea_hammondii_N,-119.5208893,36.0508461
Spea_hammondii_N,-119.5211558,36.05089475
Spea_hammondii_N,-119.5202,36.050943
Spea_hammondii_N,-119.3114243,36.05942535
Spea_hammondii_N,-119.3116866,36.05947192
Spea_hammondii_N,-119.31074,36.059519
Spea_hammondii_N,-120.3941879,36.13652039
Spea_hammondii_N,-120.3941944,36.13652222
Spea_hammondii_N,-118.9602029,36.29009584
Spea_hammondii_N,-118.9602,36.2901
Spea_hammondii_N,-121.2110519,36.34912491
Spea_hammondii_N,-121.2113582,36.34920101
Spea_hammondii_N,-121.210324,36.349235
Spea_hammondii_N,-119.91276,36.3497
Spea_hammondii_N,-119.9127583,36.3497
Spea_hammondii_N,-119.9127579,36.34970093
Spea_hammondii_N,-119.93973,36.35695
Spea_hammondii_N,-119.9397278,36.35695
Spea_hammondii_N,-119.93525,36.35695
Spea_hammondii_N,-119.9217278,36.35971667
Spea_hammondii_N,-119.92173,36.35971832
Spea_hammondii_N,-119.92173,36.35972
Spea_hammondii_N,-120.9823979,36.36751535
Spea_hammondii_N,-120.982399,36.36751556
Spea_hammondii_N,-120.9826946,36.36759771
Spea_hammondii_N,-120.981674,36.3676341
Spea_hammondii_N,-121.3100052,36.37024307
Spea_hammondii_N,-121.3103097,36.37032519
Spea_hammondii_N,-121.30927,36.37036
Spea_hammondii_N,-119.9320908,36.3739624
Spea_hammondii_N,-119.9320939,36.37396325
Spea_hammondii_N,-119.9323676,36.37401713
Spea_hammondii_N,-119.9313944,36.37406667
Spea_hammondii_N,-119.9288254,36.37641144
Spea_hammondii_N,-119.9288239,36.37641322
Spea_hammondii_N,-119.9290954,36.37646709
Spea_hammondii_N,-119.9281222,36.37651667
Spea_hammondii_N,-121.0027785,36.38230483
Spea_hammondii_N,-121.0027771,36.38230515
Spea_hammondii_N,-121.0030716,36.38238378
Spea_hammondii_N,-121.00205,36.38242
Spea_hammondii_N,-121.0481262,36.4469986
Spea_hammondii_N,-121.0481333,36.44699999
Spea_hammondii_N,-121.04813,36.447
Spea_hammondii_N,-121.07774,36.45042
Spea_hammondii_N,-121.0777448,36.45042307
Spea_hammondii_N,-121.049458,36.454872
Spea_hammondii_N,-121.00012,36.45978
Spea_hammondii_N,-121.0001193,36.4597835
Spea_hammondii_N,-119.1220264,36.471827
Spea_hammondii_N,-119.1220245,36.47182846
Spea_hammondii_N,-119.1222792,36.47187539
Spea_hammondii_N,-119.121338,36.471926
Spea_hammondii_N,-121.0683611,36.477802
Spea_hammondii_N,-121.0683594,36.47780228
Spea_hammondii_N,-121.068657,36.47788365
Spea_hammondii_N,-121.067631,36.47792
Spea_hammondii_N,-121.0713577,36.48598099
Spea_hammondii_N,-121.0713613,36.48598178
Spea_hammondii_N,-121.0716566,36.48605922
Spea_hammondii_N,-121.0706304,36.4860956
Spea_hammondii_N,-121.1325696,36.4862659
Spea_hammondii_N,-121.13257,36.48627
Spea_hammondii_N,-121.1325684,36.4862709
Spea_hammondii_N,-119.2459794,36.48684571
Spea_hammondii_N,-119.2459793,36.48684692
Spea_hammondii_N,-119.2462374,36.48689708
Spea_hammondii_N,-119.2462364,36.48689708
Spea_hammondii_N,-119.245291,36.486947
Spea_hammondii_N,-119.24529,36.486947
Spea_hammondii_N,-121.180748,36.49012756
Spea_hammondii_N,-121.34927,36.503143
Spea_hammondii_N,-121.276841,36.511492
Spea_hammondii_N,-121.3014079,36.51214252
Spea_hammondii_N,-121.0591337,36.51546214
Spea_hammondii_N,-121.404787,36.525672
Spea_hammondii_N,-121.1458817,36.53321838
Spea_hammondii_N,-121.1458835,36.53322006
Spea_hammondii_N,-121.1461831,36.53330804
Spea_hammondii_N,-121.145152,36.5333449
Spea_hammondii_N,-120.8336182,36.5965538
Spea_hammondii_N,-121.453453,36.598827
Spea_hammondii_N,-121.6544444,36.67777778
Spea_hammondii_N,-121.6544418,36.67778015
Spea_hammondii_N,-121.32698,36.707153
Spea_hammondii_N,-120.1319306,36.720125
Spea_hammondii_N,-119.61538,36.78844
Spea_hammondii_N,-119.6153833,36.78844444
Spea_hammondii_N,-119.57485,36.85609
Spea_hammondii_N,-119.799695,36.862206
Spea_hammondii_N,-119.7996902,36.86220932
Spea_hammondii_N,-119.69313,36.95066
Spea_hammondii_N,-119.7111588,36.99034882
Spea_hammondii_N,-119.7111561,36.99035036
Spea_hammondii_N,-119.7114335,36.99041655
Spea_hammondii_N,-119.7541865,36.99043957
Spea_hammondii_N,-119.754186,36.99044
Spea_hammondii_N,-119.710455,36.990467
Spea_hammondii_N,-119.703064,36.99787903
Spea_hammondii_N,-119.703066,36.99788025
Spea_hammondii_N,-119.7033412,36.99794557
Spea_hammondii_N,-119.702363,36.997996
Spea_hammondii_N,-119.7397003,36.99969864
Spea_hammondii_N,-119.7397,36.99969998
Spea_hammondii_N,-119.7397,36.9997
Spea_hammondii_N,-119.7340367,37.00092994
Spea_hammondii_N,-119.7340393,37.00093079
Spea_hammondii_N,-119.734307,37.00099846
Spea_hammondii_N,-119.733327,37.001049
Spea_hammondii_N,-119.752541,37.004644
Spea_hammondii_N,-121.043079,37.006403
Spea_hammondii_N,-119.87054,37.02549
Spea_hammondii_N,-119.88037,37.03113
Spea_hammondii_N,-120.3988647,37.08198166
Spea_hammondii_N,-120.3991505,37.08205686
Spea_hammondii_N,-120.398138,37.082112
Spea_hammondii_N,-119.6990204,37.08560944
Spea_hammondii_N,-119.6992917,37.08567867
Spea_hammondii_N,-119.698312,37.08573
Spea_hammondii_N,-119.722374,37.08761978
Spea_hammondii_N,-119.7226553,37.08768671
Spea_hammondii_N,-119.7216742,37.0877381
Spea_hammondii_N,-119.7221451,37.09051895
Spea_hammondii_N,-119.7224242,37.09058458
Spea_hammondii_N,-119.721443,37.090636
Spea_hammondii_N,-119.713501,37.09913635
Spea_hammondii_N,-119.7137706,37.0992064
Spea_hammondii_N,-119.7127898,37.0992579
Spea_hammondii_N,-120.03461,37.11175
Spea_hammondii_N,-120.7973,37.12218
Spea_hammondii_N,-119.7313919,37.14873505
Spea_hammondii_N,-119.731663,37.14880797
Spea_hammondii_N,-119.73068,37.14886
Spea_hammondii_N,-119.91227,37.16693
Spea_hammondii_N,-119.9122667,37.16693333
Spea_hammondii_N,-120.1537018,37.17050171
Spea_hammondii_N,-120.1444444,37.17527778
Spea_hammondii_N,-120.14444,37.17528
Spea_hammondii_N,-120.1444397,37.17528152
Spea_hammondii_N,-120.13417,37.19194
Spea_hammondii_N,-120.1341667,37.19194444
Spea_hammondii_N,-119.9086532,37.20293398
Spea_hammondii_N,-119.9086533,37.20293427
Spea_hammondii_N,-119.9089387,37.20301023
Spea_hammondii_N,-119.907945,37.203064
Spea_hammondii_N,-119.749855,37.21003723
Spea_hammondii_N,-119.9019165,37.24703217
Spea_hammondii_N,-119.9019136,37.24703304
Spea_hammondii_N,-119.9021984,37.24710987
Spea_hammondii_N,-119.901204,37.247164
Spea_hammondii_N,-120.873109,37.286801
Spea_hammondii_N,-121.106787,37.301383
Spea_hammondii_N,-120.1491547,37.39242935
Spea_hammondii_N,-120.1494386,37.39249992
Spea_hammondii_N,-120.148427,37.39256
Spea_hammondii_N,-120.1454773,37.39590836
Spea_hammondii_N,-120.1457756,37.39597985
Spea_hammondii_N,-120.144764,37.39604
Spea_hammondii_N,-121.15,37.45
Spea_hammondii_N,-121.27484,37.45318
Spea_hammondii_N,-121.2748389,37.45318056
Spea_hammondii_N,-120.635,37.558
Spea_hammondii_N,-121.78582,37.57037
Spea_hammondii_N,-121.7858188,37.57037232
Spea_hammondii_N,-121.77446,37.58707
Spea_hammondii_N,-121.7744609,37.58707481
Spea_hammondii_N,-121.82869,37.59884
Spea_hammondii_N,-121.828695,37.59884148
Spea_hammondii_N,-121.5360489,37.60063171
Spea_hammondii_N,-121.5360456,37.60063224
Spea_hammondii_N,-121.5363462,37.60071154
Spea_hammondii_N,-121.53529,37.60078
Spea_hammondii_N,-120.531189,37.60744858
Spea_hammondii_N,-120.5311926,37.60745008
Spea_hammondii_N,-120.5314946,37.60752538
Spea_hammondii_N,-120.5304641,37.6075919
Spea_hammondii_N,-121.45191,37.61524
Spea_hammondii_N,-121.4519059,37.61524489
Spea_hammondii_N,-121.1562972,37.6268347
Spea_hammondii_N,-121.1562958,37.62683487
Spea_hammondii_N,-121.1565983,37.6269082
Spea_hammondii_N,-121.15555,37.62697778
Spea_hammondii_N,-121.5229263,37.62870026
Spea_hammondii_N,-121.5229257,37.62870172
Spea_hammondii_N,-121.5232262,37.62878405
Spea_hammondii_N,-121.52217,37.628853
Spea_hammondii_N,-121.5293121,37.62903976
Spea_hammondii_N,-121.52931,37.62904
Spea_hammondii_N,-121.5293083,37.62904444
Spea_hammondii_N,-121.5174555,37.62924175
Spea_hammondii_N,-121.5174561,37.62924194
Spea_hammondii_N,-121.5177533,37.62932547
Spea_hammondii_N,-121.5166972,37.62939444
Spea_hammondii_N,-121.5148855,37.62951177
Spea_hammondii_N,-121.5148849,37.62951279
Spea_hammondii_N,-121.515186,37.62959102
Spea_hammondii_N,-121.51413,37.62966
Spea_hammondii_N,-121.5378571,37.63072968
Spea_hammondii_N,-121.537857,37.63072968
Spea_hammondii_N,-121.50313,37.63333
Spea_hammondii_N,-121.5031281,37.6333313
Spea_hammondii_N,-121.5031333,37.63333333
Spea_hammondii_N,-121.497096,37.633555
Spea_hammondii_N,-121.4988652,37.6337118
Spea_hammondii_N,-121.4988632,37.63371277
Spea_hammondii_N,-121.5015352,37.63374178
Spea_hammondii_N,-121.5015335,37.63374329
Spea_hammondii_N,-121.4991655,37.63378992
Spea_hammondii_N,-121.4991655,37.63379092
Spea_hammondii_N,-121.5018326,37.63382493
Spea_hammondii_N,-121.49811,37.633859
Spea_hammondii_N,-121.49811,37.63386
Spea_hammondii_N,-121.500777,37.633894
Spea_hammondii_N,-121.4937751,37.63514181
Spea_hammondii_N,-121.4937744,37.63514328
Spea_hammondii_N,-121.54995,37.63515
Spea_hammondii_N,-121.54995,37.63515002
Spea_hammondii_N,-121.5499496,37.63515091
Spea_hammondii_N,-121.5483246,37.63516998
Spea_hammondii_N,-121.5483263,37.63517137
Spea_hammondii_N,-121.4940749,37.63522255
Spea_hammondii_N,-121.5486272,37.63525099
Spea_hammondii_N,-121.4930194,37.63529167
Spea_hammondii_N,-121.54757,37.63532
Spea_hammondii_N,-121.5510941,37.63545227
Spea_hammondii_N,-121.5514013,37.63553299
Spea_hammondii_N,-121.550344,37.635602
Spea_hammondii_N,-121.5566665,37.63606129
Spea_hammondii_N,-121.5566635,37.63606262
Spea_hammondii_N,-121.55702,37.63608
Spea_hammondii_N,-121.5570221,37.6360817
Spea_hammondii_N,-121.5570167,37.63608335
Spea_hammondii_N,-121.5569675,37.63614099
Spea_hammondii_N,-121.55591,37.63621
Spea_hammondii_N,-121.557167,37.636366
Spea_hammondii_N,-121.5605566,37.63664124
Spea_hammondii_N,-121.5608548,37.63671988
Spea_hammondii_N,-121.5597972,37.63678889
Spea_hammondii_N,-121.4707919,37.6369987
Spea_hammondii_N,-121.47079,37.637
Spea_hammondii_N,-121.490181,37.63714981
Spea_hammondii_N,-121.49018,37.63715
Spea_hammondii_N,-121.4901833,37.63715278
Spea_hammondii_N,-121.5755463,37.63782883
Spea_hammondii_N,-121.57555,37.63783
Spea_hammondii_N,-121.57555,37.63783334
Spea_hammondii_N,-121.5794449,37.6382103
Spea_hammondii_N,-121.5794471,37.63821105
Spea_hammondii_N,-121.5797507,37.63829079
Spea_hammondii_N,-121.5740356,37.63830948
Spea_hammondii_N,-121.5786925,37.6383598
Spea_hammondii_N,-121.574083,37.6383698
Spea_hammondii_N,-121.574083,37.63837
Spea_hammondii_N,-121.5743381,37.63839098
Spea_hammondii_N,-121.5688858,37.6384201
Spea_hammondii_N,-121.5688868,37.63842114
Spea_hammondii_N,-121.57328,37.63846
Spea_hammondii_N,-121.5797653,37.63856125
Spea_hammondii_N,-121.56813,37.63857
Spea_hammondii_N,-121.5800694,37.63863932
Spea_hammondii_N,-121.5790111,37.63870833
Spea_hammondii_N,-121.5829472,37.63883101
Spea_hammondii_N,-121.5829468,37.63883209
Spea_hammondii_N,-121.583252,37.63891189
Spea_hammondii_N,-121.5821936,37.6389809
Spea_hammondii_N,-121.593956,37.64059067
Spea_hammondii_N,-121.5939574,37.64059089
Spea_hammondii_N,-121.5942611,37.64067277
Spea_hammondii_N,-121.5932024,37.6407418
Spea_hammondii_N,-121.5958375,37.64290082
Spea_hammondii_N,-121.5958405,37.64290237
Spea_hammondii_N,-121.5961339,37.64298172
Spea_hammondii_N,-121.5950751,37.6430508
Spea_hammondii_N,-121.8120422,37.64736938
Spea_hammondii_N,-121.81204,37.64737
Spea_hammondii_N,-121.8120392,37.64737234
Spea_hammondii_N,-121.4870667,37.65626666
Spea_hammondii_N,-121.4870682,37.65626907
Spea_hammondii_N,-121.48707,37.65627
Spea_hammondii_N,-120.4625,37.66361
Spea_hammondii_N,-120.4625,37.66361111
Spea_hammondii_N,-121.4570847,37.67206192
Spea_hammondii_N,-121.4573854,37.67214022
Spea_hammondii_N,-121.45633,37.67221
Spea_hammondii_N,-121.4524747,37.67743121
Spea_hammondii_N,-121.45172,37.67758
Spea_hammondii_N,-120.5709528,37.73761944
Spea_hammondii_N,-120.57095,37.73762
Spea_hammondii_N,-120.5709534,37.73762131
Spea_hammondii_N,-121.5398102,37.74277878
Spea_hammondii_N,-121.5401087,37.74285917
Spea_hammondii_N,-121.53905,37.74293
Spea_hammondii_N,-120.8441643,37.95919996
Spea_hammondii_N,-120.844162,37.95920181
Spea_hammondii_N,-120.8444631,37.959279
Spea_hammondii_N,-120.843417,37.959354
Spea_hammondii_N,-120.910808,38.121332
Spea_hammondii_N,-120.895,38.155
Spea_hammondii_N,-121.10063,38.40042
Spea_hammondii_N,-121.2194138,38.50157547
Spea_hammondii_N,-121.21941,38.50157558
Spea_hammondii_N,-121.2197099,38.5016472
Spea_hammondii_N,-121.218651,38.501739
Spea_hammondii_N,-121.2595978,38.53290176
Spea_hammondii_N,-121.3468972,38.56220833
Spea_hammondii_N,-121.3469009,38.56221008
Spea_hammondii_N,-122.022862,38.911533
Spea_hammondii_N,-121.5406891,39.36918589
Spea_hammondii_N,-121.5406876,39.3691864
Spea_hammondii_N,-121.5409894,39.3692625
Spea_hammondii_N,-121.5399101,39.3693738
Spea_hammondii_N,-121.5405579,39.3792038
Spea_hammondii_N,-121.5405593,39.3792057
Spea_hammondii_N,-121.5408599,39.37927973
Spea_hammondii_N,-121.5397805,39.3793912
Spea_hammondii_N,-121.5595474,39.38691711
Spea_hammondii_N,-121.5587744,39.387097
Spea_hammondii_N,-121.4969254,39.40416718
Spea_hammondii_N,-121.4972284,39.40423823
Spea_hammondii_N,-121.49615,39.40435
Spea_hammondii_N,-121.5526817,39.53333272
Spea_hammondii_N,-121.552681,39.53333282
Spea_hammondii_N,-121.5529842,39.53341005
Spea_hammondii_N,-121.551903,39.5335239
Spea_hammondii_N,-121.6344223,39.62202072
Spea_hammondii_N,-121.6336419,39.6222122
Spea_hammondii_N,-122.5504167,39.79666665
Spea_hammondii_N,-122.5504227,39.79666901
Spea_hammondii_N,-122.55042,39.79667
Spea_hammondii_N,-122.5524167,39.79721667
Spea_hammondii_N,-122.5524216,39.79721832
Spea_hammondii_N,-122.55242,39.79722
Spea_hammondii_N,-122.5513829,39.7973988
Spea_hammondii_N,-122.551383,39.797399
Spea_hammondii_N,-122.4064331,39.79925919
Spea_hammondii_N,-122.4056268,39.7994551
Spea_hammondii_N,-122.1859512,39.85797119
Spea_hammondii_N,-122.1862476,39.85805094
Spea_hammondii_N,-122.1851488,39.8581712
Spea_hammondii_N,-122.2251053,40.00085831
Spea_hammondii_N,-122.225104,40.00085856
Spea_hammondii_N,-122.225402,40.00093974
Spea_hammondii_N,-122.2242993,40.0010612
